"Notes"	"State"	"State Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Nebraska"	"31"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"Sudden infant death syndrome - SIDS"	"R95"	10	11874	84.2 (Unreliable)
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	114005	9.6 (Unreliable)
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	114005	9.6 (Unreliable)
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	15	114005	13.2 (Unreliable)
	"Nebraska"	"31"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	12	114005	10.5 (Unreliable)
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	11	101309	10.9 (Unreliable)
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	101309	10.9 (Unreliable)
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	10	104585	9.6 (Unreliable)
	"Nebraska"	"31"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	12	104585	11.5 (Unreliable)
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	26	104399	24.9
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	16	104399	15.3 (Unreliable)
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	14	105687	13.2 (Unreliable)
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	30	105687	28.4
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	16	105687	15.1 (Unreliable)
	"Nebraska"	"31"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"Alcoholic cirrhosis of liver"	"K70.3"	13	105687	12.3 (Unreliable)
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	16	114431	14.0 (Unreliable)
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	19	114431	16.6 (Unreliable)
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	68	114431	59.4
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	40	114431	35.0
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of ovary"	"C56"	14	114431	12.2 (Unreliable)
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	11	114431	9.6 (Unreliable)
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	11	114431	9.6 (Unreliable)
	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"Unspecified diabetes mellitus, without complications"	"E14.9"	13	114431	11.4 (Unreliable)
